Subject,Cond,Exper,Inifile,Date,Time,que1,instrConsc1,conscMPQ1,conscMPQ2,conscMPQ3,conscMPQ4,conscMPQ5,conscMPQ6,conscMPQ7,conscMPQ8,conscMPQ9,conscMPQ10,conscNEO1,conscNEO2,conscNEO3,conscNEO4,conscNEO5,conscNEO6,conscNEO7,conscNEO8,conscNEO9,conscNEO10,conscNEO11,conscNEO12,conscNEO13,conscNEO14,conscNEO15,conscNEO16,tinstrConsc1,tconscMPQ1,tconscMPQ2,tconscMPQ3,tconscMPQ4,tconscMPQ5,tconscMPQ6,tconscMPQ7,tconscMPQ8,tconscMPQ9,tconscMPQ10,tconscNEO1,tconscNEO2,tconscNEO3,tconscNEO4,tconscNEO5,tconscNEO6,tconscNEO7,tconscNEO8,tconscNEO9,tconscNEO10,tconscNEO11,tconscNEO12,tconscNEO13,tconscNEO14,tconscNEO15,tconscNEO16,que2,instConscAdj,conscAdj1,conscAdj2,conscAdj3,conscAdj4,conscAdj5,conscAdj6,conscAdj7,conscAdj8,conscAdj9,conscAdj10,conscAdj11,conscAdj12,tinstConscAdj,tconscAdj1,tconscAdj2,tconscAdj3,tconscAdj4,tconscAdj5,tconscAdj6,tconscAdj7,tconscAdj8,tconscAdj9,tconscAdj10,tconscAdj11,tconscAdj12,que3,que4,ncog1,ncog2,ncog3,ncog4,ncog5,ncog6,ncog7,ncog8,ncog9,ncog10,ncog11,ncog12,ncog13,ncog14,ncog15,ncog16,ncog17,ncog18,tNFCinstr1,tNFCinstr2,tncog1,tncog2,tncog3,tncog4,tncog5,tncog6,tncog7,tncog8,tncog9,tncog10,tncog11,tncog12,tncog13,tncog14,tncog15,tncog16,tncog17,tncog18,que5,persQueInstr,prf_cs1,prf_im1,jpi_comp1,jpi_inno1,spi_cnv1,prf_cs2,prf_im2,jpi_comp2,jpi_inno2,spi_cnv2,prf_cs3,prf_im3,jpi_comp3,jpi_inno3,spi_cnv3,prf_cs4,prf_im4,jpi_comp4,jpi_inno4,spi_cnv4,prf_cs5,prf_im5,jpi_comp5,jpi_inno5,spi_cnv5,prf_cs6,prf_im6,jpi_comp6,jpi_inno6,spi_cnv6,prf_cs7,prf_im7,jpi_comp7,jpi_inno7,spi_cnv7,prf_cs8,prf_im8,jpi_comp8,jpi_inno8,spi_cnv8,prf_cs9,prf_im9,jpi_comp9,jpi_inno9,spi_cnv9,prf_cs10,prf_im10,jpi_comp10,jpi_inno10,spi_cnv10,prf_cs11,prf_im11,jpi_comp11,jpi_inno11,spi_cnv11,prf_cs12,prf_im12,jpi_comp12,jpi_inno12,spi_cnv12,prf_cs13,prf_im13,jpi_comp13,jpi_inno13,spi_cnv13,prf_cs14,prf_im14,jpi_comp14,jpi_inno14,spi_cnv14,prf_cs15,prf_im15,jpi_comp15,jpi_inno15,spi_cnv15,prf_cs16,prf_im16,jpi_comp16,jpi_inno16,jpi_comp17,jpi_inno17,jpi_comp18,jpi_inno18,jpi_comp19,jpi_inno19,jpi_comp20,jpi_inno20,tpersQueInstr,tprf_cs1,tprf_im1,tjpi_comp1,tjpi_inno1,tspi_cnv1,tprf_cs2,tprf_im2,tjpi_comp2,tjpi_inno2,tspi_cnv2,tprf_cs3,tprf_im3,tjpi_comp3,tjpi_inno3,tspi_cnv3,tprf_cs4,tprf_im4,tjpi_comp4,tjpi_inno4,tspi_cnv4,tprf_cs5,tprf_im5,tjpi_comp5,tjpi_inno5,tspi_cnv5,tprf_cs6,tprf_im6,tjpi_comp6,tjpi_inno6,tspi_cnv6,tprf_cs7,tprf_im7,tjpi_comp7,tjpi_inno7,tspi_cnv7,tprf_cs8,tprf_im8,tjpi_comp8,tjpi_inno8,tspi_cnv8,tprf_cs9,tprf_im9,tjpi_comp9,tjpi_inno9,tspi_cnv9,tprf_cs10,tprf_im10,tjpi_comp10,tjpi_inno10,tspi_cnv10,tprf_cs11,tprf_im11,tjpi_comp11,tjpi_inno11,tspi_cnv11,tprf_cs12,tprf_im12,tjpi_comp12,tjpi_inno12,tspi_cnv12,tprf_cs13,tprf_im13,tjpi_comp13,tjpi_inno13,tspi_cnv13,tprf_cs14,tprf_im14,tjpi_comp14,tjpi_inno14,tspi_cnv14,tprf_cs15,tprf_im15,tjpi_comp15,tjpi_inno15,tspi_cnv15,tprf_cs16,tprf_im16,tjpi_comp16,tjpi_inno16,tjpi_comp17,tjpi_inno17,tjpi_comp18,tjpi_inno18,tjpi_comp19,tjpi_inno19,tjpi_comp20,tjpi_inno20,que6,instrPID,PID1_d,PID2_i,PID3_d,PID4_i,PID5_i,PID6_d,PID7_d,PID8_i,PID9_i,PID10_d,PID11_d,PID12_i,PID13_d,PID14_d,PID15_i,PID16_d,PID17_i,PID18_i,tinstrPID,tPID1_d,tPID2_i,tPID3_d,tPID4_i,tPID5_i,tPID6_d,tPID7_d,tPID8_i,tPID9_i,tPID10_d,tPID11_d,tPID12_i,tPID13_d,tPID14_d,tPID15_i,tPID16_d,tPID17_i,tPID18_i,que7,gender,ethn,age,debrWIT,debrAMP1,debrAMP2,debrAMP3,debrAMP4,debrAMP5,race1,race2,race3,race4,race5,race6,tdebrWIT,tdebrAMP1,tdebrAMP2,tdebrAMP3,tdebrAMP4,tdebrAMP5,trace1,trace2,trace3,trace4,trace5,trace6
103,5,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/28/2012,12:29:18,conscientiousness,ok,4,1,5,5,3,4,5,1,5,1,3,1,5,1,5,1,5,1,5,5,1,5,3,5,1,1,18953,6579,1703,4391,1297,2109,1515,1984,3062,1172,844,1953,2031,1609,1078,1672,1062,1484,1437,1829,1515,984,1219,2157,1719,1765,2969,conscientiousnessAdjectives,ok,5,1,5,5,1,1,5,1,1,5,5,1,1922,2297,1141,750,1516,3453,671,844,609,890,875,1937,1937,intro_slides,NFC,5,5,1,1,1,5,1,4,1,5,5,1,5,5,5,1,1,5,4453,5782,3907,3500,4813,13391,4812,4437,3156,6718,5328,3719,3766,2734,3265,2734,4984,5359,4234,5531,persQuestionnaires,ok,2,2,1,4,2,4,4,5,3,4,1,1,3,5,2,5,5,5,1,3,1,3,3,5,4,1,2,3,3,1,2,2,4,4,3,3,4,5,5,4,5,1,1,1,2,1,4,5,4,3,5,1,1,1,1,1,5,5,3,1,5,1,4,2,1,5,5,4,5,3,1,1,3,4,1,5,5,1,3,2,2,5,3,4,1,5,4,9297,5578,4031,5250,4031,3703,3766,4375,3016,6500,3828,2953,3203,3438,2594,7015,4172,3172,3859,4297,3953,5016,3031,6766,4391,4296,5344,3094,8219,4265,4109,5094,2078,3234,4000,4531,6391,7093,2906,4437,4672,6296,2266,2515,3172,5407,5266,6953,6890,3047,5188,6625,3015,2344,3735,5281,2766,2313,3985,3407,3375,3953,4375,5109,3015,3297,6125,3656,4234,5219,3609,5015,8063,3313,5047,2656,2906,4203,2563,3985,6641,8093,3172,3875,3094,3265,4766,4703,PID,ok,5,4,5,2,3,5,3,2,2,4,5,4,5,5,1,5,4,2,10938,9297,3203,2906,4047,3625,2188,6562,5015,3063,2406,3969,3265,5703,1734,3016,5734,2297,1906,post,2,Indian,19,ok,2,1,ok,3,ok,3,2,2,1,2,2,52406,10797,5328,21313,7672,14593,11937,8187,2109,2797,3110,1281
109,1,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,10/1/2012,09:30:19,conscientiousness,ok,5,2,4,5,2,1,4,2,4,2,4,4,4,4,2,4,2,4,4,4,2,3,2,4,2,4,3203,5203,4703,2594,1687,2031,3984,2360,1625,1984,1422,1954,2078,1578,4015,3141,2344,1578,1906,1078,3438,1469,2391,1188,1921,1547,1828,conscientiousnessAdjectives,ok,4,2,4,5,2,2,4,1,1,4,5,2,2563,3188,1171,1469,1500,1375,1890,1453,2515,1219,1969,1500,4812,intro_slides,NFC,4,4,2,1,1,4,2,1,2,5,5,1,3,5,4,2,1,4,3578,5656,3719,2328,2906,2750,3890,2641,2094,2844,2157,3328,2921,2781,2516,2141,3594,5765,2703,3859,persQuestionnaires,ok,1,3,2,5,4,4,5,2,1,5,2,4,4,5,3,4,4,5,1,4,2,4,4,5,3,1,4,4,1,3,2,2,4,5,4,4,4,4,2,2,2,4,3,5,2,3,4,5,1,3,2,2,3,4,4,4,4,5,2,2,4,4,4,3,3,4,2,4,3,2,2,2,1,4,4,3,4,2,2,4,4,4,4,2,4,4,4,22375,3454,4703,2734,2687,2922,2781,2579,1985,3219,2703,2500,2844,3735,1891,2969,5219,1219,1812,3281,3282,2906,2656,2609,2984,3016,5453,2687,4094,2094,3687,2734,1719,2735,2188,2313,2203,3437,4844,3266,3157,4391,2093,2672,2907,2516,3500,1984,2406,1766,4578,3204,1860,1937,1750,2343,3094,2063,2313,3218,2750,6140,3422,3203,3203,2781,1984,2625,2078,5125,2265,2687,2938,4843,3641,2406,5156,2062,4000,2469,8937,3375,1907,3157,2922,3219,4375,2469,PID,ok,5,4,4,2,4,5,4,3,4,4,4,2,4,5,3,4,3,4,10562,5688,3531,2734,3469,3907,2375,2844,4266,2781,875,3484,2938,2281,2016,2406,2265,3422,2407,post,1,Chinese,18,ok,2,2,ok,2,ok,3,2,2,2,2,2,22453,5360,5594,29843,6906,10110,7187,1812,1609,5047,4672,1547
110,3,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,10/1/2012,10:32:26,conscientiousness,ok,5,1,4,5,2,2,5,2,4,2,5,1,5,1,5,1,4,1,5,5,1,4,1,4,1,1,27375,3343,2109,3750,1718,3344,1610,3032,2343,2156,8281,1672,2297,1547,1844,1797,3328,2250,2187,1609,1484,1672,2562,2203,2110,2266,5500,conscientiousnessAdjectives,ok,5,1,4,4,2,2,4,2,1,3,4,1,12094,4344,1813,1531,1843,2938,1141,1516,5563,2125,2625,1906,2266,intro_slides,NFC,4,4,2,2,1,5,2,2,2,4,3,2,2,4,4,3,2,5,6234,7172,5844,4609,4609,7390,5140,6859,3968,5250,4968,3484,6203,4906,3437,3937,5406,8062,8406,3547,persQuestionnaires,ok,3,4,3,4,5,2,4,4,4,3,3,4,4,5,4,4,4,4,5,3,2,4,4,3,4,2,5,4,3,4,1,3,4,2,3,4,2,2,4,5,2,1,4,2,3,4,3,2,2,4,2,2,3,2,5,4,4,3,2,2,4,4,4,1,4,4,5,4,4,4,2,2,2,1,4,4,4,1,2,4,3,4,5,4,4,4,4,36296,14172,4078,6360,3094,2547,2891,3359,2609,6406,8875,2813,2579,1985,2172,2750,2328,1829,3141,9641,3547,5828,9625,2344,5781,7141,3938,5688,3844,19562,3937,3922,4469,3203,3640,3812,3906,4250,4750,3969,3344,7578,3328,2703,5484,4172,4531,3078,3875,6031,11656,5234,4000,2906,3922,6750,3062,2422,4859,4297,2610,3672,6719,5156,3531,4390,3734,4734,4500,12313,2859,6531,5485,3313,3750,3610,4985,4500,3344,5469,3921,3281,2547,3547,4516,2844,5797,3875,PID,ok,4,5,5,3,3,4,5,4,4,5,4,4,4,5,3,4,4,4,10375,5000,3812,2109,7016,5500,1688,3078,7812,2391,1422,3765,2922,3750,1609,2875,2812,6063,3406,post,1,Scottish British Irish,18,ok,2,4,ok,2,ok,3,2,2,1,2,2,59172,6750,8250,126375,6203,38156,4906,2422,2031,2672,2609,5921
116,4,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,10/1/2012,11:31:33,conscientiousness,ok,4,4,5,2,1,2,4,4,1,5,4,5,5,5,4,4,1,5,5,4,5,1,5,4,5,5,27375,6468,1812,3297,1625,2765,2391,1547,1953,2344,1609,2672,1891,1453,1125,1937,1813,3812,1953,1937,1641,1125,1953,1625,3828,1297,2031,conscientiousnessAdjectives,ok,4,5,1,3,5,5,2,5,5,4,4,5,14265,2750,1219,1062,1828,1140,1047,1125,875,687,1359,703,4484,intro_slides,NFC,2,5,4,5,5,2,5,2,5,5,3,2,5,4,5,5,4,2,7172,10516,8032,2969,3687,5187,3531,4687,4516,4047,5156,7078,4078,7609,3641,3797,8391,5484,6406,2813,persQuestionnaires,ok,2,4,4,3,5,2,2,2,5,5,1,5,3,5,4,4,1,1,2,2,2,5,5,4,1,1,1,5,1,5,4,4,5,5,4,4,5,4,4,5,1,2,5,5,4,4,5,4,1,2,1,4,4,4,5,4,2,4,2,5,4,4,5,4,5,5,1,3,5,5,5,5,4,1,5,5,5,1,4,5,5,1,2,1,4,5,5,21672,5562,4719,4547,2750,3546,3484,3047,2671,5797,3703,6687,3407,3484,3047,3735,3453,2468,3625,3828,5312,5734,3860,3125,3688,4063,5782,5360,4844,2844,4765,3609,2391,2843,2218,3344,4859,2828,3296,2781,3531,3656,3859,3438,3469,3594,3907,2813,3500,2797,3562,5687,4938,3375,2484,4750,4782,3047,3234,2969,3094,4468,4750,3203,3140,2672,2422,4203,4375,4156,2891,3906,4813,2922,3015,2766,4297,2750,3344,4313,3812,2797,3500,4078,3078,4110,3719,4922,PID,ok,3,5,5,5,4,4,5,5,4,5,2,4,5,2,2,5,5,2,18422,4468,4422,2843,3719,4016,1765,5609,4062,3265,1594,3219,4281,4125,2218,2172,4171,2047,3812,post,1,canadian,18,ok,2,4,ok,2,ok,3,2,2,2,2,2,35156,11281,6625,21109,9093,36297,9063,7906,4672,3422,4422,2282
121,2,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,10/1/2012,12:27:21,conscientiousness,ok,5,2,4,5,2,1,4,1,4,1,3,3,5,4,3,2,3,2,4,4,1,3,2,4,2,3,19281,2156,2141,4016,2469,2109,2015,3109,1719,1641,1484,3156,2906,1438,1625,3000,2578,2562,2453,1735,1579,1313,3360,1532,2172,1406,2953,conscientiousnessAdjectives,ok,4,2,5,4,3,2,4,1,1,5,5,1,12500,2532,1406,1563,1656,1828,1406,1390,1609,1219,1734,1359,1640,intro_slides,NFC,4,5,3,3,2,2,4,2,2,4,3,4,2,4,2,4,1,4,3453,7875,3875,3375,2594,5782,4485,3391,2672,5172,4422,4859,3453,4297,4422,3860,5234,4750,5515,4547,persQuestionnaires,ok,1,2,2,4,4,5,4,3,4,5,2,2,4,2,3,4,5,3,4,4,2,4,4,2,2,2,3,4,3,1,2,2,5,3,3,5,4,2,4,3,1,1,3,3,4,5,3,2,3,3,1,1,4,2,4,4,4,3,2,3,5,2,3,2,4,5,5,5,4,5,2,2,1,1,4,4,4,4,4,4,2,3,5,2,2,2,4,23156,2421,3844,3625,2875,1875,2203,3500,2000,3813,2578,3234,3266,2875,2750,2907,3157,1750,3703,4125,5640,4407,2657,4110,3578,2187,4672,3203,3890,2141,2625,2953,3781,3829,6500,2219,4860,4125,4781,3859,3468,4344,2469,2079,2890,2640,3454,2953,2610,2578,3610,4000,2594,4422,3937,3406,3578,1625,3360,3641,2094,2500,3031,3157,2750,3562,2422,3093,3266,4406,2125,3906,4531,4329,3000,3328,4234,2671,1563,3078,2563,2984,3219,4485,4188,3188,4032,3891,PID,ok,4,3,3,4,2,4,5,3,4,5,4,4,3,4,4,5,3,4,8578,4265,5047,2875,3594,3375,2422,2016,4797,3109,1625,4719,3031,5656,1937,2000,4938,1828,2609,post,1,European,17,ok,2,4,ok,2,ok,3,2,1,1,2,2,27891,4656,3593,14516,4953,17969,6328,2156,1672,2312,2234,2750
124,6,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,10/3/2012,11:33:37,conscientiousness,ok,4,2,3,4,2,2,3,3,2,1,3,2,3,2,3,3,3,3,4,4,3,4,3,4,2,3,7953,3563,3438,3453,1734,3250,5047,2875,3938,2437,3797,4172,3328,2469,4281,1859,2500,2703,1641,1953,1360,1454,3313,1891,2140,2812,1859,conscientiousnessAdjectives,ok,5,1,5,4,3,2,4,2,2,3,2,2,3781,3219,1547,1157,1859,1453,1343,1187,1016,938,891,1031,1219,intro_slides,NFC,3,2,3,3,2,3,2,4,4,4,4,2,2,2,4,5,2,2,5453,11188,5547,9188,3328,7359,7359,7328,6328,8078,4656,21610,7890,5297,4984,6046,8094,20610,6063,8875,persQuestionnaires,ok,1,2,3,3,4,4,4,4,2,5,2,2,5,4,3,4,5,3,1,3,2,3,5,4,4,3,3,3,2,3,2,3,4,4,3,4,5,4,3,3,2,2,5,5,4,4,4,4,2,4,2,2,4,4,3,4,4,3,2,3,2,3,5,4,3,3,4,4,3,4,3,3,3,3,4,4,3,1,2,4,3,2,3,3,4,4,4,13125,6000,5890,5484,5063,4203,4031,3797,5625,5890,5031,6031,3609,3593,3906,6313,3203,2672,6250,6438,6187,5625,5562,3157,7297,13875,6860,8016,12125,4125,8813,5265,3172,3672,3906,5657,4875,3875,6875,8953,4360,11438,3812,4141,4500,4156,7500,3469,6484,4437,4344,7187,5062,3829,3891,13125,6266,3000,6547,2640,3813,4641,6891,3656,2984,5453,5937,5140,3859,10672,2469,5140,10312,5594,7437,4687,3875,8016,3953,7469,4000,7422,4250,5282,11953,4672,3812,5125,PID,ok,1,2,2,3,3,2,4,4,3,4,4,3,4,5,4,4,3,5,21219,9047,4922,4094,11282,6860,5203,5609,5563,5735,2219,26156,4750,7297,3187,3703,4672,1953,4562,post,1,asian,18,ok,1,1,ok,2,ok,3,2,2,2,2,2,46625,9079,9922,25719,6000,11438,10797,2453,2453,1937,4437,2125
129,2,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,10/3/2012,12:32:43,conscientiousness,ok,4,5,2,3,5,4,3,3,4,3,1,5,2,5,1,5,1,5,3,3,4,3,2,4,4,5,31281,3000,3453,3563,2032,2125,2094,2860,1985,2266,2719,2218,3203,2172,1860,1625,1907,2735,1922,2328,2390,1953,3515,1891,8500,2078,1750,conscientiousnessAdjectives,ok,4,2,4,4,3,3,3,4,3,3,4,2,18015,3687,1812,1375,1782,2610,1203,1422,1906,1063,1187,2094,3969,intro_slides,NFC,4,2,3,4,4,1,5,3,5,2,2,5,1,1,1,5,5,5,5282,13047,8406,5891,4594,6125,15656,3703,2687,4156,3250,4359,6000,8265,3281,2734,7203,10032,4609,4859,persQuestionnaires,ok,2,5,3,1,5,1,3,1,5,3,1,4,5,2,3,2,4,4,5,3,3,5,3,2,4,1,2,3,4,4,2,3,3,3,3,4,3,1,3,5,4,4,4,1,2,2,3,1,5,3,2,4,5,1,5,4,3,3,3,2,4,2,4,1,4,4,2,2,1,4,3,4,2,4,4,4,3,1,3,4,3,1,5,4,1,4,4,71078,4672,3453,5000,2922,3796,2719,3172,3969,4610,3984,4062,2609,2422,3485,3719,4438,2047,8359,4219,3515,7797,3125,5453,3890,3484,3219,8531,4141,4016,7922,3609,2437,3328,2610,2610,4485,6969,4906,4187,3031,10735,2438,2719,2406,3359,3859,3203,3375,3125,3922,4047,3312,2906,2953,13812,7266,3344,3125,3875,2703,3235,8219,4188,3063,3000,2094,3875,3281,3094,2969,8047,15703,3250,2906,2875,3969,3843,2453,3063,3906,5172,2093,3016,2672,2657,5109,5734,PID,ok,3,3,3,2,2,4,2,3,4,4,2,4,1,3,3,4,3,5,31484,7234,4156,5500,5985,4188,2250,4546,12484,3641,1640,10500,3844,3781,2578,1969,3875,1875,3500,post,1,white,18,ok,2,3,ok,2,ok,3,2,2,1,1,2,20797,7031,5891,14953,5406,7219,10109,1906,2890,3766,2281,3031
135,6,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,10/4/2012,11:31:17,conscientiousness,ok,5,4,3,5,2,1,4,2,4,1,2,1,4,3,3,4,2,4,4,4,1,5,2,4,1,3,18390,3656,5813,3109,1937,2031,1609,2406,1829,1750,1687,1609,2312,1750,3437,3578,2062,2687,1812,1609,2078,1234,3359,1250,2328,1016,1922,conscientiousnessAdjectives,ok,5,1,4,4,1,1,3,1,1,1,4,1,13750,3750,1406,1500,8188,2625,1156,1625,1016,1468,1109,1141,2140,intro_slides,NFC,4,5,1,1,1,3,3,2,2,5,4,1,2,5,4,1,1,4,3922,11110,3032,6000,2031,7297,6734,7062,8610,5391,6094,5453,2641,3421,3328,2578,7718,8296,5094,5047,persQuestionnaires,ok,2,4,2,4,3,5,4,5,2,3,3,1,4,5,2,4,4,5,4,2,1,2,4,4,3,2,4,4,2,5,1,1,4,5,5,4,2,3,4,4,1,2,2,2,2,1,4,5,4,4,1,1,3,4,3,5,4,5,1,1,2,3,4,2,2,5,5,5,4,3,1,5,2,5,3,5,4,1,2,3,4,4,4,2,5,5,4,26687,3562,4078,7094,3031,3187,3219,3688,2094,6438,6172,6547,2641,2328,2828,2609,8594,3000,4000,5547,8828,6390,4812,3828,3203,4829,7063,5469,6343,4437,3094,4188,2797,6047,2797,3922,8672,3641,6890,8219,4735,3860,2125,3562,3718,4234,8578,2610,2688,3859,4578,5375,2406,4157,3469,5953,4313,2093,2609,2437,2594,4656,5610,3110,3485,2672,6359,4063,2562,3203,3719,5407,4766,6359,4062,8484,4734,3453,3063,3578,4438,3032,3078,5609,4297,2719,3093,6687,PID,ok,4,3,5,2,4,5,5,3,2,4,5,4,3,4,5,5,3,5,13453,6250,2703,4203,5781,6547,1938,2656,9312,3593,3438,4750,3547,5516,1375,3000,2797,2360,2797,post,2,Korean,18,ok,2,5,ok,3,ok,3,2,2,2,1,2,26656,8797,5531,37281,6594,6750,5015,1922,1562,3156,4562,4063
138,5,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,10/4/2012,12:26:16,conscientiousness,ok,4,3,4,5,3,4,4,4,4,2,4,4,4,5,2,4,2,5,4,5,2,4,4,3,2,5,7125,8438,2313,1484,1109,2640,3329,1828,1375,2968,1469,2235,2375,1109,1812,1922,3421,4938,2313,1438,1375,1156,1937,1656,2157,1360,2125,conscientiousnessAdjectives,ok,4,2,4,4,2,4,4,4,2,2,4,2,2735,3547,1344,969,1015,937,1000,953,797,1047,891,812,2187,intro_slides,NFC,4,5,5,3,4,4,3,2,4,4,5,1,4,4,4,5,3,4,4625,11703,5813,2094,1531,7125,6156,6078,2359,3875,7016,3360,3063,3984,4500,3687,3172,6625,4844,3687,persQuestionnaires,ok,2,4,1,5,5,4,5,5,5,3,2,4,4,5,3,3,4,5,2,2,4,4,4,5,4,1,4,5,1,3,1,3,3,5,3,5,3,4,2,2,4,1,3,5,3,4,3,4,1,3,5,1,3,4,4,4,4,5,1,3,5,3,3,5,5,3,3,4,2,5,3,5,3,5,2,5,5,1,3,4,2,3,5,2,5,5,4,50625,5922,4188,4485,1875,1891,2547,3000,3875,4469,5750,4156,5047,2625,4797,2781,2921,1985,2562,4391,2125,9359,3031,3297,3453,3140,3531,3375,3094,2375,5407,2813,3547,4094,2344,2906,4734,5203,2359,8609,5188,5312,3281,4594,1813,3875,2156,2000,3016,2093,3984,5016,3141,2640,2437,4844,2766,1750,3813,3766,1875,4032,4422,2281,3312,2547,3438,2390,2328,5156,2547,4344,7718,3078,2719,3453,3906,2438,2875,2375,3781,6203,2282,3157,2265,3234,3422,3546,PID,ok,4,5,5,4,3,5,3,5,5,3,5,5,5,5,5,5,5,5,13765,7765,3797,2171,4656,5953,2093,6016,7422,1578,3000,3672,3093,2500,1422,1313,2046,828,1375,post,1,Chinese,18,ok,2,5,ok,2,ok,3,2,2,1,2,1,31234,6765,3812,9203,5954,15078,8562,2250,3312,3329,2453,1719
143,4,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,10/5/2012,11:39:05,conscientiousness,ok,5,3,4,4,2,2,4,5,3,3,4,3,4,3,4,2,3,4,4,5,2,4,4,5,1,3,12657,2093,2125,3109,1078,2672,1703,4344,2032,2141,1719,2656,3343,2063,2719,4593,1828,3313,2828,1828,1157,1625,1828,1968,4031,2250,4079,conscientiousnessAdjectives,ok,4,1,3,2,4,3,4,1,4,4,4,2,13531,3109,1297,1328,1125,1328,1235,1063,1313,1360,1188,1157,1094,intro_slides,NFC,4,2,1,1,2,3,4,3,3,4,4,3,4,4,4,5,2,4,5703,9000,5156,6953,4437,7594,10062,9031,4656,8453,6437,10219,4422,4984,4093,6422,5500,7407,6562,10172,persQuestionnaires,ok,1,2,4,4,5,3,4,3,3,4,3,2,3,4,5,4,4,4,3,2,4,3,5,4,1,1,2,3,1,4,4,3,3,4,4,3,3,5,5,2,3,3,2,3,5,5,3,2,1,3,2,2,4,4,4,2,5,2,3,5,3,2,2,4,5,4,5,4,4,3,4,4,4,1,3,4,4,2,4,4,3,5,2,3,3,4,2,37250,5000,3610,6750,4531,4047,4125,5875,5109,4219,4312,5718,4453,5672,2047,2797,3422,1484,6734,8015,8797,6594,6391,4422,7140,6437,4110,4063,9032,3453,4906,9406,3360,6812,8297,3328,10282,5766,5406,9032,4610,8281,4829,4891,6110,5016,10375,5828,3062,4859,10453,5843,8172,6985,2547,9984,10141,4813,7296,8266,2282,5047,12516,6109,4453,2828,6922,4343,3812,3188,3047,6688,8282,4375,3844,4406,5171,6906,2906,6000,2047,5219,4718,4875,6406,6907,12813,8344,PID,ok,5,4,5,4,3,4,3,4,4,3,4,5,4,4,4,4,4,4,11500,9609,3750,8016,7891,4531,5781,10422,4140,3156,2500,5016,4734,8094,1625,1625,4297,1610,2172,post,2,polish,19,ok,2,3,ok,2,ok,3,2,2,1,2,2,201094,14844,8218,83172,6766,73422,10125,2656,6594,2657,3047,2813
146,3,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,10/5/2012,12:27:24,conscientiousness,ok,5,1,4,5,2,1,4,2,4,2,3,2,5,2,4,2,4,4,4,4,2,4,3,4,2,2,18625,4687,2859,2562,1688,5797,3250,2094,1750,2219,1547,4062,3109,2062,2625,2125,2407,2735,2360,1078,2062,2391,1907,1766,1704,1719,2828,conscientiousnessAdjectives,ok,5,2,4,5,2,2,4,2,2,3,4,4,4172,3563,2531,1890,2047,1953,1453,1515,1281,891,1969,1546,2063,intro_slides,NFC,4,4,2,2,2,4,2,2,2,4,4,2,4,4,4,1,2,4,5391,7813,6891,2782,8203,4375,4641,2391,3937,2922,3860,3172,2922,6156,3109,2781,3203,7297,3922,3672,persQuestionnaires,ok,1,4,5,4,4,4,5,3,4,4,2,2,4,4,3,4,3,3,4,3,2,2,4,4,2,4,4,4,2,2,2,2,3,3,3,4,5,4,3,3,2,1,2,3,2,3,3,4,3,3,4,2,3,4,4,4,4,4,2,3,1,3,3,4,4,4,4,4,3,4,2,2,2,2,3,4,4,2,2,3,4,4,5,3,4,4,3,22000,5563,6187,4875,2485,2110,2063,2657,3782,4360,3610,3391,1969,2766,1500,3047,2750,3454,2813,4953,4984,4109,2875,3156,6312,5625,4703,5547,3235,3188,4016,3828,1781,4797,2391,3641,4469,5844,4531,9031,4890,5328,4485,3797,3468,5391,4281,2109,2640,3078,2781,5890,2937,3516,3328,4843,2234,2000,2140,2797,2657,4235,5766,4953,4843,2000,2109,4734,1938,4500,5266,5203,7140,3172,3890,3062,3812,2109,4329,3406,5469,2937,3500,5109,3546,3625,2953,7422,PID,ok,5,4,5,2,3,4,4,3,3,5,5,2,5,4,2,4,3,3,7141,5125,3500,3218,4766,4734,1781,2468,5547,2250,3812,2578,5188,2454,1891,2219,2500,1563,2406,post,2,White,22,ok,2,4,ok,1,ok,3,2,2,2,1,2,39968,5812,5531,47109,15312,43062,8875,1797,1765,4437,2937,2766
